"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"ID11",1.76596442112794e-29,0.638466044198861,0.694,0.426,3.94834325275785e-25,"5","ID1",0.268
"FGD4",1.82098760440343e-29,0.61899358432416,0.36,0.144,4.0713640859252e-25,"5","FGD4",0.216
"MGAT4B",3.41584165525799e-29,0.480594722383929,0.274,0.09,7.6371387728258e-25,"5","MGAT4B",0.184
"ERRFI12",4.03208193561546e-29,0.7616975092458,0.593,0.352,9.01492879164906e-25,"5","ERRFI1",0.241
"ERGIC1",9.70531032569004e-29,0.49375884523624,0.442,0.208,2.16991328261778e-24,"5","ERGIC1",0.234
"PARP141",1.19529851677471e-28,0.568382790257235,0.47,0.221,2.6724484238049e-24,"5","PARP14",0.249
"RCOR1",1.35630512789467e-28,0.401118696394607,0.268,0.086,3.03242700494691e-24,"5","RCOR1",0.182
"PTPN1",1.47861937094102e-28,0.538928481509684,0.47,0.233,3.30589718954992e-24,"5","PTPN1",0.237
"HTATIP2",1.64953312491497e-28,0.445144872467267,0.338,0.125,3.68802616068488e-24,"5","HTATIP2",0.213
"CTNNA12",2.07302598337113e-28,0.624121764076706,0.631,0.407,4.63487149362118e-24,"5","CTNNA1",0.224
"OCLN1",2.90484590479194e-28,0.471483696313636,0.413,0.181,6.49465447393381e-24,"5","OCLN",0.232
"MAP7D1",3.08278848046318e-28,0.39404731787212,0.347,0.134,6.89249848461958e-24,"5","MAP7D1",0.213
"LIPH1",3.09003439544825e-28,0.451567084596363,0.281,0.097,6.9086989013432e-24,"5","LIPH",0.184
"CCND21",3.5592468797812e-28,0.52936863477502,0.3,0.106,7.95776417381481e-24,"5","CCND2",0.194
"ACTN42",3.59460497423315e-28,0.543631933292152,0.672,0.448,8.03681780139047e-24,"5","ACTN4",0.224
"BEX31",4.48602711613724e-28,0.753895163240541,0.685,0.504,1.00298594262596e-23,"5","BEX3",0.181
"APBB21",4.69858616697372e-28,0.328612647514372,0.259,0.079,1.05050989521198e-23,"5","APBB2",0.18
"CXCL161",5.20141859459517e-28,0.475893979690476,0.498,0.255,1.16293316937959e-23,"5","CXCL16",0.243
"CGNL1",5.2268032709763e-28,0.527538521817544,0.322,0.121,1.16860867532488e-23,"5","CGNL1",0.201
"ABI3BP1",5.62391963065921e-28,0.371501902132896,0.259,0.077,1.25739595102279e-23,"5","ABI3BP",0.182
"CLDN42",5.82203133892477e-28,0.508778670906498,0.65,0.361,1.3016897667568e-23,"5","CLDN4",0.289
"PMEPA11",7.11946178496473e-28,0.455219899218425,0.375,0.156,1.59176926588242e-23,"5","PMEPA1",0.219
"LPCAT3",1.01731158449637e-27,0.505941072910159,0.369,0.156,2.27450524061699e-23,"5","LPCAT3",0.213
"CAT1",1.10223066724288e-27,0.647605558501762,0.609,0.383,2.46436732582162e-23,"5","CAT",0.226
"PLEKHJ1",1.61132671076599e-27,0.447125112002268,0.363,0.152,3.60260425993061e-23,"5","PLEKHJ1",0.211
"VEPH1",1.62975753528648e-27,0.447029329337036,0.303,0.111,3.64381189739352e-23,"5","VEPH1",0.192
"CAPNS1",2.1452292920945e-27,0.560031065874752,0.584,0.354,4.79630365126488e-23,"5","CAPNS1",0.23
"ATOH8",2.55076556416779e-27,0.430544871376039,0.328,0.121,5.70300164836633e-23,"5","ATOH8",0.207
"RAB17",2.77655652406495e-27,0.471895849467132,0.312,0.118,6.20782507650441e-23,"5","RAB17",0.194
"CNN21",3.27308932372543e-27,0.507457700434836,0.457,0.222,7.31797310998532e-23,"5","CNN2",0.235
"SEPT101",4.36232699730397e-27,0.463738164876183,0.423,0.187,9.75329070057222e-23,"5","SEPT10",0.236
"SLC25A24",5.35782739076245e-27,0.425353270574376,0.306,0.113,1.19790304802667e-22,"5","SLC25A24",0.193
"SDC41",6.88966027777742e-27,0.623843055951652,0.713,0.425,1.54039024490548e-22,"5","SDC4",0.288
"COL4A22",7.20864498735044e-27,0.364282058957215,0.416,0.168,1.61170884627181e-22,"5","COL4A2",0.248
"IL6R",7.35930827431927e-27,0.44976556393987,0.347,0.142,1.6453941439723e-22,"5","IL6R",0.205
"LDLR1",9.5353584978549e-27,0.7198935794158,0.527,0.303,2.1319154529504e-22,"5","LDLR",0.224
"HSPG21",1.33730434705295e-26,0.405200569671924,0.454,0.213,2.98994505914098e-22,"5","HSPG2",0.241
"DAPK1",1.63506651124198e-26,0.444139850081532,0.274,0.094,3.65568170583481e-22,"5","DAPK1",0.18
"KANK21",1.77397726504579e-26,0.494181718315846,0.284,0.098,3.96625836918938e-22,"5","KANK2",0.186
"PEAK11",1.94369335330916e-26,0.510364404908205,0.262,0.087,4.34570959932862e-22,"5","PEAK1",0.175
"FSTL11",2.98492477618003e-26,0.36208824202569,0.382,0.151,6.6736948145833e-22,"5","FSTL1",0.231
"TSPAN121",3.01718853361251e-26,0.408260012168977,0.385,0.161,6.74583012345085e-22,"5","TSPAN12",0.224
"RAB5B",5.02694810756898e-26,0.397159959474451,0.363,0.152,1.12392505789027e-21,"5","RAB5B",0.211
"PAPSS21",5.98594316123256e-26,0.535851515577809,0.407,0.177,1.33833717198838e-21,"5","PAPSS2",0.23
"CRY2",6.24030298770362e-26,0.435306394707716,0.297,0.11,1.39520694199078e-21,"5","CRY2",0.187
"PCBP1",8.39384371570256e-26,0.491105603288622,0.647,0.446,1.87669557795678e-21,"5","PCBP1",0.201
"RAB321",8.83211046948196e-26,0.431193180231449,0.309,0.117,1.97468325876678e-21,"5","RAB32",0.192
"TOR1AIP2",9.49067278077311e-26,0.524917869267111,0.457,0.236,2.12192462032525e-21,"5","TOR1AIP2",0.221
"NCOR2",9.69777756649841e-26,0.408049262829691,0.379,0.17,2.16822910831772e-21,"5","NCOR2",0.209
"SPRED1",1.14801793209009e-25,0.403070011394971,0.293,0.108,2.56673849256703e-21,"5","SPRED1",0.185
"STX3",1.21407799197538e-25,0.393764225280366,0.319,0.124,2.71443557445855e-21,"5","STX3",0.195
"TSPAN151",1.29633176679648e-25,0.442692227207067,0.347,0.14,2.89833856420357e-21,"5","TSPAN15",0.207
"CELF2",1.87082278619136e-25,0.364666694664162,0.53,0.291,4.18278558536664e-21,"5","CELF2",0.239
"DLC11",2.11732130638462e-25,0.536872454589633,0.571,0.338,4.73390697681473e-21,"5","DLC1",0.233
"FZD6",3.35665669648824e-25,0.347528241381926,0.271,0.096,7.5048130420084e-21,"5","FZD6",0.175
"ANO61",3.6008369639246e-25,0.337837767900818,0.303,0.11,8.05075128394263e-21,"5","ANO6",0.193
"CASZ1",6.9295363240007e-25,0.311343401324351,0.274,0.097,1.54930573132008e-20,"5","CASZ1",0.177
"TXNDC11",7.39810965400902e-25,0.553630413208514,0.366,0.165,1.65406935644334e-20,"5","TXNDC11",0.201
"P4HA21",8.67095469108247e-25,0.413893059770948,0.293,0.109,1.93865204983222e-20,"5","P4HA2",0.184
"KLF52",1.03172493000903e-24,0.480561267643637,0.413,0.201,2.3067305985142e-20,"5","KLF5",0.212
"AGR31",1.81567200444073e-24,0.453484657547392,0.558,0.297,4.05947946752859e-20,"5","AGR3",0.261
"PPIA",1.99976755099155e-24,0.460245020653127,0.845,0.724,4.4710802905069e-20,"5","PPIA",0.121
"TP53BP2",2.20137685559964e-24,0.457383503821258,0.36,0.16,4.92183837374969e-20,"5","TP53BP2",0.2
"METTL7A1",2.24922708047966e-24,0.470124587008036,0.502,0.265,5.02882190653643e-20,"5","METTL7A",0.237
"KTN11",2.2596457825191e-24,0.596757080127245,0.691,0.476,5.05211604055621e-20,"5","KTN1",0.215
"DOCK4",4.40759137625382e-24,0.378329798183468,0.262,0.089,9.85449279902829e-20,"5","DOCK4",0.173
"CAVIN11",5.52685886866288e-24,0.367312357732183,0.669,0.383,1.23569510585565e-19,"5","CAVIN1",0.286
"TUBB4B",6.96346383416673e-24,0.485163162320687,0.713,0.504,1.556891244043e-19,"5","TUBB4B",0.209
"STX7",7.30155580112033e-24,0.470531322593357,0.347,0.15,1.63248184601448e-19,"5","STX7",0.197
"LPIN2",8.0829840159164e-24,0.400941397399088,0.319,0.13,1.80719356627859e-19,"5","LPIN2",0.189
"JUP1",9.11425679917739e-24,0.441294110403254,0.35,0.153,2.03776553516008e-19,"5","JUP",0.197
"ATP1B12",9.50997900288566e-24,0.476155812056964,0.644,0.405,2.12624110546518e-19,"5","ATP1B1",0.239
"REXO21",9.88922940059001e-24,0.605648518632871,0.508,0.296,2.21103390938392e-19,"5","REXO2",0.212
"NDUFA4",3.12914962278081e-23,0.547838006095049,0.814,0.664,6.99615272661334e-19,"5","NDUFA4",0.15
"LAPTM4B1",3.45927877042466e-23,0.561369886390908,0.467,0.25,7.73425547491545e-19,"5","LAPTM4B",0.217
"NUPR11",3.60988179727544e-23,0.696566195545127,0.688,0.51,8.07097372234843e-19,"5","NUPR1",0.178
"PRKCI1",6.29441366166419e-23,0.541481798520048,0.451,0.246,1.40730500647488e-18,"5","PRKCI",0.205
"ETF1",6.91152918905976e-23,0.469467605775565,0.451,0.239,1.54527969608998e-18,"5","ETF1",0.212
"KIF1C",8.84790050223741e-23,0.591605270422183,0.366,0.171,1.97821359429024e-18,"5","KIF1C",0.195
"HSPB12",9.67681156184265e-23,0.510774283661334,0.826,0.608,2.16354152899678e-18,"5","HSPB1",0.218
"MICAL2",2.27009916184502e-22,0.362259162251887,0.315,0.131,5.0754877060531e-18,"5","MICAL2",0.184
"SNX14",2.7331743953916e-22,0.369022213596859,0.309,0.128,6.11083131321653e-18,"5","SNX14",0.181
"LRRFIP1",3.02314658381446e-22,0.55562278207364,0.662,0.474,6.75915113209236e-18,"5","LRRFIP1",0.188
"DYNLRB1",3.12886479643778e-22,0.498142502161155,0.681,0.509,6.99551591187558e-18,"5","DYNLRB1",0.172
"CLTB",3.34863442946769e-22,0.594264871648474,0.555,0.351,7.48687685740387e-18,"5","CLTB",0.204
"HACD1",3.47819596256122e-22,0.358392124313904,0.3,0.122,7.77655053309438e-18,"5","HACD1",0.178
"ADAM10",5.06300339135414e-22,0.326970698964311,0.303,0.123,1.13198629823896e-17,"5","ADAM10",0.18
"ST3GAL51",8.88711786303746e-22,0.458430277686334,0.356,0.166,1.98698181181791e-17,"5","ST3GAL5",0.19
"MKNK2",1.18655182782499e-21,0.435219396926533,0.432,0.228,2.65289257665111e-17,"5","MKNK2",0.204
"GIPC1",1.36832943798681e-21,0.494915204114566,0.451,0.255,3.05931095745091e-17,"5","GIPC1",0.196
"CTDSPL1",1.68156955554591e-21,0.406180517076513,0.297,0.121,3.75965321228954e-17,"5","CTDSPL",0.176
"IRF2BPL",1.72126046343262e-21,0.263023828390049,0.278,0.104,3.84839414414266e-17,"5","IRF2BPL",0.174
"ANXA112",1.80922356678158e-21,0.459575939549902,0.634,0.431,4.04506205061025e-17,"5","ANXA11",0.203
"MMP28",2.97617197443148e-21,0.373806851179857,0.287,0.118,6.65412530043389e-17,"5","MMP28",0.169
"LGALS8",3.20063412912316e-21,0.381235306678445,0.322,0.14,7.15597778589356e-17,"5","LGALS8",0.182
"TEAD11",4.06140974651765e-21,0.413398490202662,0.297,0.122,9.08049991126416e-17,"5","TEAD1",0.175
"LNX2",4.73833422600889e-21,0.406704911380619,0.293,0.123,1.05939676625107e-16,"5","LNX2",0.17
"F31",5.01483670014502e-21,0.471844685935746,0.558,0.338,1.12121718941842e-16,"5","F3",0.22
"PPFIBP11",5.86653558134541e-21,0.295885569528549,0.36,0.154,1.31164002527721e-16,"5","PPFIBP1",0.206
"HEBP1",8.1694978923838e-21,0.486941029692003,0.426,0.226,1.82653633877917e-16,"5","HEBP1",0.2
"PPP4R1",1.0521755419969e-20,0.406525414848437,0.356,0.171,2.35245407679666e-16,"5","PPP4R1",0.185
"ASAH12",1.11082557052446e-20,0.493097989793822,0.729,0.546,2.4835838105786e-16,"5","ASAH1",0.183
"ARPC51",1.13476713094637e-20,0.514965942179697,0.659,0.468,2.5371123513699e-16,"5","ARPC5",0.191
"PIEZO1",1.19401989674877e-20,0.286932485595045,0.281,0.109,2.6695896851509e-16,"5","PIEZO1",0.172
"ST14",1.32725043973055e-20,0.382254513074739,0.274,0.11,2.96746653314957e-16,"5","ST14",0.164
"RHOA1",1.5085070388097e-20,0.468277009840609,0.77,0.612,3.37272003737072e-16,"5","RHOA",0.158
"TMEM189",1.67128696866659e-20,0.299006470955908,0.256,0.097,3.73666340454475e-16,"5","TMEM189",0.159
"VPS37B",1.74908541915629e-20,0.364441037143961,0.413,0.212,3.91060518014964e-16,"5","VPS37B",0.201
"TMEM30A",1.74974440468298e-20,0.432345318343943,0.511,0.307,3.9120785399902e-16,"5","TMEM30A",0.204
"UNC13B",1.96545698821851e-20,0.400353039374011,0.338,0.156,4.39436873425893e-16,"5","UNC13B",0.182
"NDUFB2",2.3228588071485e-20,0.549523558052029,0.691,0.526,5.19344772102262e-16,"5","NDUFB2",0.165
"STX11",2.58867888710654e-20,0.313530351082606,0.309,0.132,5.7877682557928e-16,"5","STX11",0.177
"BCAM1",3.16830284796872e-20,0.40712958811147,0.637,0.413,7.08369150748846e-16,"5","BCAM",0.224
"RNF213",3.91256944489237e-20,0.337122551675984,0.426,0.218,8.74772276489036e-16,"5","RNF213",0.208
"EGFR",4.15883693963133e-20,0.390099685836432,0.35,0.167,9.29832762962773e-16,"5","EGFR",0.183
"ABI21",4.28997737901492e-20,0.373781941314819,0.303,0.131,9.59153142400155e-16,"5","ABI2",0.172
"FHL11",4.83938952049707e-20,0.377801067696843,0.397,0.181,1.08199070899273e-15,"5","FHL1",0.216
"ZC3H14",5.01795370052225e-20,0.39111053248926,0.297,0.127,1.12191408836277e-15,"5","ZC3H14",0.17
"FERMT22",6.2675617506552e-20,0.482816321985089,0.391,0.197,1.40130145621149e-15,"5","FERMT2",0.194
"BIN1",7.05918786637121e-20,0.340658052557984,0.284,0.117,1.57829322316328e-15,"5","BIN1",0.167
"DYNC1H1",8.66658559431461e-20,0.461301149636788,0.479,0.27,1.93767520717686e-15,"5","DYNC1H1",0.209
"PAWR1",8.7894315844437e-20,0.340090016457804,0.3,0.128,1.96514111364992e-15,"5","PAWR",0.172
"MEGF9",9.25159623646069e-20,0.412582306831518,0.259,0.103,2.06847188654788e-15,"5","MEGF9",0.156
"TCEAL9",1.39858163534674e-19,0.551255549778078,0.625,0.449,3.12694882030824e-15,"5","TCEAL9",0.176
"ADD11",1.63782511487666e-19,0.376880080402851,0.483,0.272,3.66184939184124e-15,"5","ADD1",0.211
"SREBF2",1.80054230339754e-19,0.417175451439609,0.366,0.18,4.02565248193623e-15,"5","SREBF2",0.186
"ID4",1.8982125782961e-19,0.558236107982298,0.293,0.129,4.24402368255442e-15,"5","ID4",0.164
"PTP4A2",1.92603575666193e-19,0.548195232090131,0.486,0.293,4.30623074474475e-15,"5","PTP4A2",0.193
"YWHAH1",2.27366483935952e-19,0.411576097615749,0.527,0.317,5.08345984784001e-15,"5","YWHAH",0.21
"TAX1BP31",2.28090598165541e-19,0.481633304160494,0.473,0.284,5.09964959378516e-15,"5","TAX1BP3",0.189
"ATP11A2",2.64947139733156e-19,0.554077249442859,0.451,0.264,5.92368815015391e-15,"5","ATP11A",0.187
"ARHGAP211",3.23396054130011e-19,0.288871869905639,0.256,0.1,7.23048897823878e-15,"5","ARHGAP21",0.156
"C9orf31",3.67631178575411e-19,0.332481454850939,0.363,0.175,8.21949789058904e-15,"5","C9orf3",0.188
"TKT1",6.60878978485417e-19,0.430271491457063,0.615,0.424,1.4775932200977e-14,"5","TKT",0.191
"PNPLA2",8.94036449661018e-19,0.368887552532385,0.416,0.22,1.9988866941521e-14,"5","PNPLA2",0.196
"KLF102",1.12778281870939e-18,0.347143636453108,0.457,0.251,2.52149682607046e-14,"5","KLF10",0.206
"DPYSL22",1.33935394035032e-18,0.294866686169595,0.543,0.312,2.99452753983525e-14,"5","DPYSL2",0.231
"RAD21",1.52459438331364e-18,0.445279825268141,0.473,0.282,3.40868812221264e-14,"5","RAD21",0.191
"GTF2I1",1.52606054794786e-18,0.463275519814787,0.492,0.292,3.41196617310182e-14,"5","GTF2I",0.2
"HEG11",1.63698385929884e-18,0.298857822227651,0.328,0.142,3.65996851262035e-14,"5","HEG1",0.186
"PHLDA31",1.66409075897885e-18,0.328069021206475,0.322,0.142,3.72057411892491e-14,"5","PHLDA3",0.18
"CYTH1",1.73198167679858e-18,0.270831202644563,0.356,0.17,3.87236463298626e-14,"5","CYTH1",0.186
"ATP5MD",2.03392493922516e-18,0.555085652355348,0.713,0.594,4.54744937911962e-14,"5","ATP5MD",0.119
"SYNGR21",4.1546627554409e-18,0.479843484300263,0.596,0.414,9.28899498861477e-14,"5","SYNGR2",0.182
"BTG31",5.71980218954535e-18,0.546656833944554,0.587,0.4,1.27883337353855e-13,"5","BTG3",0.187
"FLNB",5.72478506310644e-18,0.32172927893212,0.315,0.143,1.27994744440934e-13,"5","FLNB",0.172
"NFE2L2",6.2103676767574e-18,0.466835332054079,0.599,0.42,1.38851400516942e-13,"5","NFE2L2",0.179
"MPPE1",6.28649445671437e-18,0.257904604375909,0.265,0.109,1.4055344306322e-13,"5","MPPE1",0.156
"VKORC1L1",7.57202106459217e-18,0.315048990370096,0.274,0.12,1.69295246962152e-13,"5","VKORC1L1",0.154
"PEBP41",9.47355896988422e-18,0.349656516660335,0.647,0.349,2.11809831448671e-13,"5","PEBP4",0.298
"SPTSSA1",1.07596402051704e-17,0.441035686721326,0.644,0.441,2.40564035707199e-13,"5","SPTSSA",0.203
"PRMT2",1.36716196535361e-17,0.499592037475246,0.438,0.244,3.05670072213761e-13,"5","PRMT2",0.194
"DHRS31",2.47771499710383e-17,0.482179581844229,0.448,0.257,5.53967519052474e-13,"5","DHRS3",0.191
"SERINC11",2.92619669274454e-17,0.426812132501791,0.536,0.346,6.54239056563823e-13,"5","SERINC1",0.19
"PPA11",3.4988068619422e-17,0.459187272487032,0.691,0.533,7.82263238193037e-13,"5","PPA1",0.158
"CLPTM1L",3.67451991337321e-17,0.383772870197795,0.356,0.187,8.21549162231982e-13,"5","CLPTM1L",0.169
"FOXA2",3.98113728213452e-17,0.320616302059031,0.284,0.127,8.90102673539635e-13,"5","FOXA2",0.157
"HYAL1",4.10775523360963e-17,0.337899389999824,0.256,0.105,9.18411915130441e-13,"5","HYAL1",0.151
"PEBP12",4.84018774812695e-17,0.439937876300938,0.782,0.613,1.08216917672622e-12,"5","PEBP1",0.169
"ATXN2",5.16011853631211e-17,0.330299568929394,0.312,0.148,1.15369930234866e-12,"5","ATXN2",0.164
"YPEL31",7.25399800416451e-17,0.317943702541082,0.397,0.212,1.6218488737711e-12,"5","YPEL3",0.185
"ARPP19",8.35506558160387e-17,0.385638712157126,0.47,0.289,1.86802556273499e-12,"5","ARPP19",0.181
"DUSP3",8.62763149544166e-17,0.339516736100791,0.319,0.154,1.92896584975085e-12,"5","DUSP3",0.165
"MAP1LC3A",1.13679213175442e-16,0.433974142931692,0.445,0.26,2.54163984817652e-12,"5","MAP1LC3A",0.185
"ATP5ME",1.20168996703413e-16,0.42298171262287,0.77,0.646,2.6867384282949e-12,"5","ATP5ME",0.124
"RFX2",1.29825648373742e-16,0.354280162135535,0.306,0.144,2.90264184634012e-12,"5","RFX2",0.162
"NUDT9",1.51032113399004e-16,0.379375851725904,0.315,0.157,3.37677599137494e-12,"5","NUDT9",0.158
"TXN1",1.53547705646875e-16,0.456767743369416,0.779,0.633,3.43301960285283e-12,"5","TXN",0.146
"AKAP91",1.58167849634293e-16,0.474118182811476,0.552,0.36,3.53631678212352e-12,"5","AKAP9",0.192
"VCL2",1.89524733368848e-16,0.530525133448516,0.366,0.193,4.2373939886607e-12,"5","VCL",0.173
"ATP5F1E",2.64390044868846e-16,0.37632637582372,0.861,0.773,5.91123262317765e-12,"5","ATP5F1E",0.088
"CDV3",2.67680338935778e-16,0.401711585799317,0.366,0.193,5.98479701792613e-12,"5","CDV3",0.173
"CTNND11",2.78544939251025e-16,0.446202541769864,0.461,0.278,6.22770775177443e-12,"5","CTNND1",0.183
"ZBTB4",2.8057150086679e-16,0.302811902726815,0.287,0.134,6.27301761637969e-12,"5","ZBTB4",0.153
"ABHD2",3.34690881271414e-16,0.472806647885502,0.41,0.245,7.48301872346628e-12,"5","ABHD2",0.165
"PRDX61",3.95215698538815e-16,0.396228919529498,0.71,0.561,8.83623258793084e-12,"5","PRDX6",0.149
"PKM1",4.14571685282668e-16,0.339324032402619,0.685,0.497,9.26899373954989e-12,"5","PKM",0.188
"RBX1",4.63332264458295e-16,0.457846963398485,0.65,0.516,1.03591827687586e-11,"5","RBX1",0.134
"ZBTB7A",5.23585040991339e-16,0.312272390320049,0.278,0.128,1.17063143464844e-11,"5","ZBTB7A",0.15
"TP53I3",8.55843379578906e-16,0.411738923462167,0.338,0.179,1.91349462806252e-11,"5","TP53I3",0.159
"MT-ND1",1.05150991654725e-15,0.27281360431854,0.921,0.914,2.35096587141633e-11,"5","MT-ND1",0.00700000000000001
"GSAP",1.13443962207778e-15,0.275399606365991,0.284,0.133,2.53638010704149e-11,"5","GSAP",0.151
"RNH11",1.30155532706258e-15,0.407229832500058,0.647,0.491,2.91001740024651e-11,"5","RNH1",0.156
"LMO31",1.360686206433e-15,0.412698509965563,0.369,0.201,3.0422222203429e-11,"5","LMO3",0.168
"ID32",1.41645496018015e-15,0.32904394815843,0.464,0.266,3.16690999997079e-11,"5","ID3",0.198
"TUBB2",1.78457817012814e-15,0.388908212563129,0.609,0.405,3.98995987277249e-11,"5","TUBB",0.204
"TACC21",1.92472890861238e-15,0.438636356045671,0.429,0.258,4.30330889387556e-11,"5","TACC2",0.171
"CPEB4",1.97980193151709e-15,0.395020961531632,0.309,0.153,4.4264411584859e-11,"5","CPEB4",0.156
"UXS1",2.15806702659005e-15,0.435875406488534,0.401,0.237,4.82500625805004e-11,"5","UXS1",0.164
"ISG20",2.19301646836276e-15,0.366917616696373,0.42,0.244,4.90314621996545e-11,"5","ISG20",0.176
"KPNA3",3.06189877791859e-15,0.325692737629204,0.278,0.13,6.84579328767037e-11,"5","KPNA3",0.148
"YWHAZ",4.42788224004299e-15,0.36518387032163,0.606,0.446,9.89985911228811e-11,"5","YWHAZ",0.16
"GNG121",5.11201259443535e-15,0.291861100235626,0.325,0.165,1.14294377586386e-10,"5","GNG12",0.16
"NHSL1",5.47125463788484e-15,0.253093345884762,0.278,0.129,1.22326311193829e-10,"5","NHSL1",0.149
"PDE4DIP",5.77046698984227e-15,0.340156290725,0.328,0.167,1.29016100958893e-10,"5","PDE4DIP",0.161
"GAPVD1",6.49429555204831e-15,0.294835343941548,0.252,0.113,1.45199459952696e-10,"5","GAPVD1",0.139
"AKR1C3",6.54074061559601e-15,0.30568384982655,0.271,0.122,1.46237878683495e-10,"5","AKR1C3",0.149
"PPP2CB",6.54710719745762e-15,0.405537172477922,0.457,0.287,1.46380222720757e-10,"5","PPP2CB",0.17
"PLEKHB2",8.25404355202131e-15,0.377233242985002,0.353,0.195,1.84543905736092e-10,"5","PLEKHB2",0.158
"GNG51",8.30455007743695e-15,0.392151199277318,0.748,0.618,1.85673130631335e-10,"5","GNG5",0.13
"B3GNT7",9.0875032440472e-15,0.373672725241663,0.271,0.128,2.03178397530407e-10,"5","B3GNT7",0.143
"MAFK",1.18398755261423e-14,0.295319231996181,0.252,0.114,2.6471593701349e-10,"5","MAFK",0.138
"COBLL1",1.26475449700592e-14,0.349542556311975,0.331,0.175,2.82773810440584e-10,"5","COBLL1",0.156
"TAGLN21",1.45676762971394e-14,0.275788852769523,0.83,0.688,3.25704106651443e-10,"5","TAGLN2",0.142
"AAMDC",1.55590310850269e-14,0.439583723914293,0.382,0.218,3.47868816999033e-10,"5","AAMDC",0.164
"CCDC12",1.72285229748172e-14,0.384619684471713,0.448,0.282,3.85195316670964e-10,"5","CCDC12",0.166
"KLF61",1.73178862018364e-14,0.451764785516982,0.811,0.697,3.87193299700658e-10,"5","KLF6",0.114
"MMP24OS1",2.15310405802534e-14,0.397062600979945,0.505,0.343,4.81391005293304e-10,"5","MMP24OS",0.162
"TRAPPC11",2.54308496152092e-14,0.408328916730862,0.59,0.441,5.68582935696847e-10,"5","TRAPPC1",0.149
"TMBIM61",2.54955925767918e-14,0.372095782834701,0.782,0.689,5.70030458831911e-10,"5","TMBIM6",0.0930000000000001
"SNX1",2.6318432676003e-14,0.404449580606983,0.401,0.239,5.88427517770076e-10,"5","SNX1",0.162
"TMC51",2.79934983761961e-14,0.305330457150321,0.363,0.198,6.25878636694992e-10,"5","TMC5",0.165
"PROS1",3.51482605354474e-14,0.373687991494675,0.312,0.162,7.85844809051532e-10,"5","PROS1",0.15
"ANKRD37",3.6808153037931e-14,0.352726413875501,0.268,0.127,8.22956685622062e-10,"5","ANKRD37",0.141
"SCAMP2",5.47118534285556e-14,0.385645341467394,0.366,0.215,1.22324761895565e-09,"5","SCAMP2",0.151
"RYBP",5.52751220529461e-14,0.340581238829636,0.315,0.163,1.23584117885977e-09,"5","RYBP",0.152
"TPM31",5.75386232420624e-14,0.295842970415089,0.65,0.478,1.28644853844603e-09,"5","TPM3",0.172
