"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"PDGFA",6.57742991000764e-97,0.855255045932941,0.375,0.061,1.47058177927951e-92,"5","PDGFA",0.314
"PTPN21",4.59553586652299e-96,0.628185765599458,0.312,0.041,1.02746990903721e-91,"5","PTPN21",0.271
"AGRN",1.15009852095655e-95,0.82253974807948,0.514,0.122,2.57139027315466e-91,"5","AGRN",0.392
"TACSTD21",2.06124709345917e-95,1.13032802523372,0.808,0.333,4.60853625155601e-91,"5","TACSTD2",0.475
"PLAC8",3.44503781270709e-95,0.74024027417242,0.426,0.075,7.70241554165051e-91,"5","PLAC8",0.351
"MSLN",3.77984979224731e-95,1.10410482917903,0.555,0.14,8.45098816550654e-91,"5","MSLN",0.415
"IL17RE",6.4782998711127e-95,0.572942940127926,0.325,0.045,1.44841828518338e-90,"5","IL17RE",0.28
"FOLR12",3.94373833636576e-94,1.2779437105679,0.83,0.399,8.81741017244657e-90,"5","FOLR1",0.431
"PRKCZ",6.10595950084647e-93,0.795908268250404,0.454,0.097,1.36517042519925e-88,"5","PRKCZ",0.357
"FAM189A2",3.82483099003629e-91,0.673763879511431,0.372,0.063,8.55155712752314e-87,"5","FAM189A2",0.309
"LIMCH11",5.46134025468319e-91,1.26657712878818,0.722,0.3,1.22104645414207e-86,"5","LIMCH1",0.422
"SPRYD7",9.30660520751153e-91,0.7993067587894,0.451,0.097,2.08077079229543e-86,"5","SPRYD7",0.354
"PLLP1",1.40346410964631e-90,0.937692079083853,0.606,0.18,3.13786505634722e-86,"5","PLLP",0.426
"APLP2",3.18003503514694e-90,1.32389059066771,0.852,0.574,7.10992233158154e-86,"5","APLP2",0.278
"DAPK2",9.99531310731816e-88,0.78546942279351,0.42,0.086,2.23475210453419e-83,"5","DAPK2",0.334
"SPINT21",4.99755486738572e-87,1.14945384808256,0.83,0.43,1.1173533172501e-82,"5","SPINT2",0.4
"ABLIM1",5.66131988710357e-87,0.951600768648252,0.511,0.129,1.26575790035862e-82,"5","ABLIM1",0.382
"EFEMP11",5.99169464145616e-87,1.02295449226873,0.697,0.265,1.33962308793677e-82,"5","EFEMP1",0.432
"MYO1B1",1.69409438125853e-85,1.04095439318794,0.634,0.222,3.78765621761783e-81,"5","MYO1B",0.412
"TNS11",7.25414295336711e-84,1.14984699089917,0.625,0.214,1.62188128151382e-79,"5","TNS1",0.411
"PTPRF1",7.44477647224887e-84,0.937878015794585,0.549,0.16,1.6645031236654e-79,"5","PTPRF",0.389
"GSTP12",2.78648922581793e-83,0.867073812141567,0.956,0.686,6.23003261108374e-79,"5","GSTP1",0.27
"NDST1",1.27747701630775e-82,0.724667374127739,0.363,0.067,2.85618311306086e-78,"5","NDST1",0.296
"C12orf49",1.51425295839784e-82,0.965573263951205,0.609,0.211,3.38556676438588e-78,"5","C12orf49",0.398
"CAPN21",2.38560474687001e-82,1.11688893248862,0.782,0.391,5.33373509305197e-78,"5","CAPN2",0.391
"CYSTM1",4.03742723167534e-82,1.17069221371725,0.811,0.484,9.02687980457973e-78,"5","CYSTM1",0.327
"TBC1D2",1.06737174737174e-81,0.605043058789744,0.363,0.067,2.38642975277374e-77,"5","TBC1D2",0.296
"OTUD1",1.0337774723438e-80,0.68963264376889,0.338,0.058,2.31131967266626e-76,"5","OTUD1",0.28
"PDLIM21",1.33351610492123e-79,0.963117405901306,0.628,0.219,2.9814753073829e-75,"5","PDLIM2",0.409
"MYH14",3.21309562116969e-79,0.71979726155533,0.476,0.123,7.1838391898112e-75,"5","MYH14",0.353
"NEBL",1.4016147129706e-78,0.80826842392379,0.47,0.12,3.13373017525967e-74,"5","NEBL",0.35
"RHOBTB31",4.15840629034784e-78,0.872759442357173,0.533,0.154,9.2973647839597e-74,"5","RHOBTB3",0.379
"EFNA11",1.25944433098015e-77,1.12965368057192,0.685,0.274,2.81586563520541e-73,"5","EFNA1",0.411
"NEDD4L1",1.4385763792383e-77,1.10242196923704,0.672,0.281,3.21636906870099e-73,"5","NEDD4L",0.391
"NBEAL2",1.34882103642395e-76,0.500675744822135,0.284,0.042,3.01569407323666e-72,"5","NBEAL2",0.242
"CCND11",9.71350476629436e-75,1.18009337006561,0.662,0.26,2.17174539564809e-70,"5","CCND1",0.402
"CDH1",1.77078137606933e-74,0.827224676525237,0.511,0.154,3.95911300061581e-70,"5","CDH1",0.357
"LAMB31",4.30034415585443e-74,0.954034245883623,0.527,0.162,9.61470946365933e-70,"5","LAMB3",0.365
"AHNAK1",2.1384553745883e-73,1.16367956939795,0.798,0.387,4.78115852650452e-69,"5","AHNAK",0.411
"MGLL1",1.0187477100585e-72,1.08917439052082,0.716,0.343,2.27771613014879e-68,"5","MGLL",0.373
"TNS31",1.30609350327244e-72,0.725066662363895,0.404,0.091,2.92016385461653e-68,"5","TNS3",0.313
"OSGIN2",2.45036071210227e-72,0.574942325914502,0.3,0.05,5.47851648011826e-68,"5","OSGIN2",0.25
"EZR1",2.87858729380407e-72,0.999529536880404,0.82,0.483,6.43594547148713e-68,"5","EZR",0.337
"GJA11",3.41392386338213e-72,0.906161287091044,0.593,0.21,7.63285097374976e-68,"5","GJA1",0.383
"VSIG21",1.05967618726088e-71,0.927022828951802,0.552,0.192,2.36922401947788e-67,"5","VSIG2",0.36
"RNF128",5.04593802499088e-70,0.467330379519931,0.284,0.046,1.12817082362746e-65,"5","RNF128",0.238
"EPCAM1",6.32989089464675e-70,1.06902636579266,0.751,0.369,1.41523700622512e-65,"5","EPCAM",0.382
"CALM21",2.56345541803378e-69,0.881754690822169,0.912,0.727,5.73137362363992e-65,"5","CALM2",0.185
"ROR1",1.23349528270658e-67,0.466214129096049,0.265,0.042,2.75784875307537e-63,"5","ROR1",0.223
"ALS2CL",1.37355058236741e-67,0.485158895304271,0.265,0.041,3.07098439205704e-63,"5","ALS2CL",0.224
"SSFA2",1.40335340768564e-67,0.915619365592129,0.495,0.149,3.13761754890355e-63,"5","SSFA2",0.346
"FAM107B",4.26435284049998e-67,0.885419286455473,0.489,0.148,9.53424008078987e-63,"5","FAM107B",0.341
"PDXK",1.05231790065431e-66,0.963353337315227,0.612,0.253,2.3527723622829e-62,"5","PDXK",0.359
"CD9",1.24559614705897e-66,1.07739127640337,0.871,0.615,2.78490386559444e-62,"5","CD9",0.256
"MYL61",1.33210730006046e-66,0.740189363418891,0.965,0.825,2.97832550147517e-62,"5","MYL6",0.14
"TUBB62",2.64615909165004e-66,0.691505626063335,0.483,0.133,5.91628249711115e-62,"5","TUBB6",0.35
"MYO1C1",3.10381958407769e-66,0.91782322156071,0.609,0.234,6.93951982608089e-62,"5","MYO1C",0.375
"SLC15A2",3.15757577019411e-66,0.503834813062658,0.287,0.05,7.05970790699998e-62,"5","SLC15A2",0.237
"PLXNB2",4.21062762340328e-66,0.786475382535358,0.527,0.178,9.41412124040506e-62,"5","PLXNB2",0.349
"RNASE11",5.46236394512594e-66,0.91147498732519,0.896,0.612,1.22127533085126e-61,"5","RNASE1",0.284
"PGM1",4.14044620286238e-65,1.00344113421093,0.483,0.155,9.25720962035971e-61,"5","PGM1",0.328
"TNFRSF12A1",1.57538106571258e-64,1.04691683731636,0.707,0.332,3.52223698672018e-60,"5","TNFRSF12A",0.375
"SPINT11",2.70176036082022e-64,0.837887047689736,0.543,0.191,6.04059581472184e-60,"5","SPINT1",0.352
"FARP1",4.04053835737897e-64,0.664131306550158,0.445,0.125,9.0338356594279e-60,"5","FARP1",0.32
"RDX1",5.834641421741e-64,1.06260409510367,0.719,0.369,1.30450912907285e-59,"5","RDX",0.35
"IL18",8.29517331099603e-64,0.566123137121115,0.334,0.07,1.85463484887249e-59,"5","IL18",0.264
"CD1511",1.92636509448213e-63,1.02901248967183,0.763,0.452,4.30696707824315e-59,"5","CD151",0.311
"CD471",2.25591434318582e-63,1.05265734585831,0.741,0.424,5.04377328849486e-59,"5","CD47",0.317
"TES",1.11072979131999e-62,0.875664828043616,0.498,0.168,2.48336966743324e-58,"5","TES",0.33
"ALDH3B1",2.02663622140611e-62,0.59313670721795,0.35,0.077,4.53115326381979e-58,"5","ALDH3B1",0.273
"FAM174B",2.13271063698011e-62,0.566619452274283,0.347,0.078,4.76831444216013e-58,"5","FAM174B",0.269
"RAB311",2.44587786539816e-62,0.74007738219072,0.498,0.161,5.46849373145722e-58,"5","RAB31",0.337
"PTGS2",2.80693603574704e-62,0.622959916379611,0.388,0.093,6.27574758872324e-58,"5","PTGS2",0.295
"MINDY2",2.85213109641963e-62,0.701783650740695,0.426,0.115,6.37679470537501e-58,"5","MINDY2",0.311
"OTUD7B",5.15917306547824e-62,0.479505474271205,0.309,0.062,1.15348791397962e-57,"5","OTUD7B",0.247
"ACTB2",6.20938084865126e-62,0.676683898446235,0.987,0.921,1.38829337014145e-57,"5","ACTB",0.0659999999999999
"PRSS81",1.37296248267729e-61,0.909992900724132,0.584,0.227,3.06966951876988e-57,"5","PRSS8",0.357
"EHD1",1.9279263667192e-61,0.640042370221879,0.397,0.101,4.31045777071079e-57,"5","EHD1",0.296
"LLGL21",3.51494632887618e-61,0.668543825105322,0.429,0.122,7.85871700210136e-57,"5","LLGL2",0.307
"CYBRD11",4.42998651317275e-60,0.888742944389238,0.606,0.255,9.90456384615163e-56,"5","CYBRD1",0.351
"SCNN1A1",1.14643526123616e-59,0.687094413911667,0.432,0.127,2.56319995707181e-55,"5","SCNN1A",0.305
"RBP11",1.24991324917065e-59,0.589766294486119,0.35,0.079,2.79455604249575e-55,"5","RBP1",0.271
"PARD6B",1.97797675924286e-59,0.791508805176844,0.473,0.154,4.42236043831519e-55,"5","PARD6B",0.319
"PPL",4.47822652716251e-59,0.584771101777416,0.35,0.084,1.00124188694299e-54,"5","PPL",0.266
"MYL12A1",6.00924988515712e-59,0.807542041065791,0.918,0.758,1.34354808932343e-54,"5","MYL12A",0.16
"COL8A11",1.18775926883872e-57,0.53925816034878,0.385,0.097,2.65559217326962e-53,"5","COL8A1",0.288
"METRNL",3.10312138914358e-57,0.477903477972381,0.312,0.066,6.93795880184722e-53,"5","METRNL",0.246
"SHROOM3",3.32333746910034e-57,0.772781620121675,0.467,0.154,7.43031791341453e-53,"5","SHROOM3",0.313
"PRDX11",3.71924601739869e-57,0.900535628714372,0.864,0.629,8.3154902457e-53,"5","PRDX1",0.235
"PERP1",8.42100432918279e-57,0.840131334621049,0.634,0.278,1.88276814791869e-52,"5","PERP",0.356
"TIMP21",5.66168245921245e-56,0.66142937078247,0.533,0.182,1.26583896423072e-51,"5","TIMP2",0.351
"MAL22",8.02995903722953e-56,0.833897412126736,0.637,0.288,1.79533824154378e-51,"5","MAL2",0.349
"ICAM11",1.71153148317757e-55,1.02068607318725,0.744,0.406,3.82664209008841e-51,"5","ICAM1",0.338
"POLR2L1",4.14170640187195e-55,0.926555383558802,0.858,0.643,9.26002717330531e-51,"5","POLR2L",0.215
"PPDPF1",7.04913641657309e-55,0.831766510858247,0.88,0.686,1.57604592001741e-50,"5","PPDPF",0.194
"MAGI31",9.55269050915332e-55,0.702828609617672,0.404,0.118,2.1357905440365e-50,"5","MAGI3",0.286
"GOLGA8B",2.04799216159434e-54,0.580866872890327,0.385,0.106,4.57890087489263e-50,"5","GOLGA8B",0.279
"NKX2-12",2.09618499470552e-54,0.908572603854185,0.662,0.32,4.6866504111626e-50,"5","NKX2-1",0.342
"ERBB21",3.34187404955703e-54,0.613617472093854,0.41,0.121,7.47176199999961e-50,"5","ERBB2",0.289
"ARHGAP44",7.0499820037195e-54,0.460951010412688,0.278,0.057,1.57623497639161e-49,"5","ARHGAP44",0.221
"IL322",7.3916296023204e-54,0.795375598438815,0.782,0.404,1.65262054648679e-49,"5","IL32",0.378
"RARRES31",7.75637963886514e-54,0.938708555185829,0.688,0.346,1.73417135965747e-49,"5","RARRES3",0.342
"CXADR",1.24286313441025e-53,0.750936037839176,0.464,0.163,2.77879339591444e-49,"5","CXADR",0.301
"SGCE1",1.39900027554689e-53,0.586537768759217,0.429,0.128,3.12788481606774e-49,"5","SGCE",0.301
"EHD21",2.67498425157517e-53,0.703038134704423,0.492,0.169,5.98072978967177e-49,"5","EHD2",0.323
"SLC40A11",5.24199992306409e-53,0.892270107038254,0.489,0.176,1.17200634279867e-48,"5","SLC40A1",0.313
"PFKFB3",1.61036091311416e-52,0.648888273888011,0.476,0.161,3.60044492954064e-48,"5","PFKFB3",0.315
"RARRES21",4.55026076961054e-52,0.406999672874228,0.549,0.195,1.01734730286952e-47,"5","RARRES2",0.354
"F11R",1.2526923082901e-51,0.876064592467303,0.587,0.262,2.80076946287502e-47,"5","F11R",0.325
"STARD7",1.31548911071051e-51,0.729224642647824,0.524,0.207,2.94117055372656e-47,"5","STARD7",0.317
"GRK51",8.58755625952959e-51,0.56809456378699,0.328,0.079,1.92000582850563e-46,"5","GRK5",0.249
"S100A41",9.11961647679587e-51,1.23923981953329,0.795,0.499,2.03896385188202e-46,"5","S100A4",0.296
"N4BP1",1.52483433057477e-50,0.50727660137398,0.315,0.077,3.40922459629908e-46,"5","N4BP1",0.238
"HPCAL11",8.55023641967586e-50,0.834062684688952,0.672,0.359,1.91166185871113e-45,"5","HPCAL1",0.313
"HACD4",1.33397048531235e-49,0.422170800196137,0.278,0.06,2.98249121106135e-45,"5","HACD4",0.218
"GKN21",2.72153154635087e-49,0.863091075611641,0.596,0.248,6.08480023133127e-45,"5","GKN2",0.348
"RETREG1",7.58157676663655e-49,0.6110769993513,0.293,0.07,1.6950889334846e-44,"5","RETREG1",0.223
"DHCR241",8.39076369667228e-49,0.859420899194655,0.672,0.353,1.87600694730199e-44,"5","DHCR24",0.319
"ATP13A4",8.93713688525291e-49,0.564562836700316,0.271,0.06,1.99816506480485e-44,"5","ATP13A4",0.211
"ALDH3A21",9.68418103426035e-49,0.685296208480599,0.461,0.168,2.16518919563993e-44,"5","ALDH3A2",0.293
"TMPRSS21",1.0063943823163e-48,0.73291594058525,0.524,0.219,2.25009655998279e-44,"5","TMPRSS2",0.305
"MYL12B1",3.20953985294499e-48,0.672766846929238,0.909,0.731,7.1758892032144e-44,"5","MYL12B",0.178
"CUX1",8.47559860964204e-48,0.654691290774249,0.467,0.171,1.89497433714377e-43,"5","CUX1",0.296
"RRAS2",8.97416274154349e-48,0.786961359108634,0.546,0.229,2.00644330575429e-43,"5","RRAS",0.317
"RASSF8",5.22203385698489e-47,0.600015305572082,0.356,0.102,1.16754232974468e-42,"5","RASSF8",0.254
"RHOF",9.94993655973192e-47,0.344268053749501,0.256,0.053,2.22460681602486e-42,"5","RHOF",0.203
"TMEM63B",1.08939786123013e-46,0.625843130137217,0.476,0.181,2.43567573813831e-42,"5","TMEM63B",0.295
"VAMP81",3.5148400680778e-46,0.819496103230173,0.773,0.508,7.85847942420834e-42,"5","VAMP8",0.265
"SYNPO",3.698485005707e-46,0.562645159473409,0.375,0.112,8.26907277575972e-42,"5","SYNPO",0.263
"UTRN1",7.35496912765727e-46,0.831013891092763,0.562,0.246,1.64442399756161e-41,"5","UTRN",0.316
"COBL",9.9484908858993e-46,0.486817075491423,0.271,0.063,2.22428359226937e-41,"5","COBL",0.208
"UBL3",1.09936374211375e-45,0.756416724678172,0.505,0.205,2.45795745461791e-41,"5","UBL3",0.3
"DDR11",9.69990308219717e-45,0.593345571110059,0.448,0.167,2.16870433111764e-40,"5","DDR1",0.281
"PLS32",1.28981724701135e-44,0.7892283452909,0.634,0.318,2.88377340086797e-40,"5","PLS3",0.316
"PGGHG",1.29601232279105e-44,0.653719377481564,0.312,0.083,2.89762435129623e-40,"5","PGGHG",0.229
"ACTG13",1.56658118925087e-44,0.676303155867043,0.924,0.795,3.5025622229271e-40,"5","ACTG1",0.129
"TMEM160",3.11188258487797e-44,0.774873362379188,0.562,0.262,6.95754708327017e-40,"5","TMEM160",0.3
"DST1",4.47340309789793e-44,0.615659515927848,0.454,0.154,1.00016346462802e-39,"5","DST",0.3
"SMYD2",7.99283969323304e-44,0.482110899496294,0.309,0.082,1.78703909861304e-39,"5","SMYD2",0.227
"NDRG11",1.00986946404272e-43,0.639585029155736,0.527,0.219,2.25786614770671e-39,"5","NDRG1",0.308
"RBMS31",1.3452820763007e-43,0.58308248032022,0.375,0.115,3.00778166619311e-39,"5","RBMS3",0.26
"C1orf167",1.35222093018174e-43,0.469095401432927,0.274,0.066,3.02329555570034e-39,"5","C1orf167",0.208
"PATJ",2.28607928057677e-43,0.639003347099452,0.334,0.1,5.11121605551354e-39,"5","PATJ",0.234
"FLNA1",2.88391037922976e-43,0.690329277644416,0.672,0.35,6.44784682588191e-39,"5","FLNA",0.322
"NPNT1",3.71483207134912e-43,0.555454046958686,0.423,0.149,8.30562154512235e-39,"5","NPNT",0.274
"MRPL141",1.47866541528746e-42,0.754911773036758,0.688,0.403,3.3060001354997e-38,"5","MRPL14",0.285
"NXN",1.48282019719474e-42,0.475691519255701,0.284,0.072,3.31528939688799e-38,"5","NXN",0.212
"CFL2",3.36016884459844e-42,0.781171806470462,0.464,0.183,7.51266550275318e-38,"5","CFL2",0.281
"SFTA21",3.4511531157325e-42,0.597146005484036,0.88,0.421,7.71608813615473e-38,"5","SFTA2",0.459
"SELENOW1",8.72833098763135e-42,0.741975672450412,0.785,0.57,1.95148024221462e-37,"5","SELENOW",0.215
"CLDN72",1.27647499988606e-41,0.753972998116837,0.637,0.331,2.85394280474525e-37,"5","CLDN7",0.306
"LAMA5",5.10977649873737e-41,0.43140655099788,0.338,0.099,1.1424438295877e-36,"5","LAMA5",0.239
"GOLGA8A",9.20807352911536e-41,0.568131924520457,0.315,0.091,2.05874107963961e-36,"5","GOLGA8A",0.224
"PDZK1IP12",1.40737215561746e-40,0.717675281622454,0.486,0.207,3.14660266552951e-36,"5","PDZK1IP1",0.279
"FZD5",1.98177088273956e-40,0.40368684208493,0.35,0.11,4.4308433396291e-36,"5","FZD5",0.24
"PRR15L1",2.32778946083823e-40,0.657417597770569,0.397,0.136,5.20447167654212e-36,"5","PRR15L",0.261
"GNAQ1",2.33050596485719e-40,0.677826975426801,0.587,0.298,5.2105452362277e-36,"5","GNAQ",0.289
"RASSF71",2.38563212182169e-40,0.533344423083662,0.448,0.175,5.33379629796893e-36,"5","RASSF7",0.273
"ERBB31",3.40895867794711e-40,0.508546730618225,0.382,0.129,7.62174981215416e-36,"5","ERBB3",0.253
"ARAP2",3.47233043301696e-40,0.657198069730028,0.372,0.126,7.76343638213933e-36,"5","ARAP2",0.246
"CD241",9.78426286169929e-40,0.643768037807915,0.426,0.15,2.18756549061873e-35,"5","CD24",0.276
"CKB1",1.50885853921281e-39,0.736984162904648,0.653,0.348,3.373505921972e-35,"5","CKB",0.305
"HBEGF",1.59037061541981e-39,0.948979544300161,0.372,0.127,3.5557506219556e-35,"5","HBEGF",0.245
"NEXN1",9.31121831981255e-39,0.334853073481818,0.312,0.082,2.08180219194369e-34,"5","NEXN",0.23
"CELSR1",9.95177171706431e-39,0.357374183303255,0.271,0.071,2.22501712050124e-34,"5","CELSR1",0.2
"PTPRE",1.00089045332476e-38,0.566870392661049,0.331,0.102,2.23779087554351e-34,"5","PTPRE",0.229
"TMEM1252",1.26120853523733e-38,0.659887642735619,0.543,0.251,2.81981004308363e-34,"5","TMEM125",0.292
"EVA1A1",1.31386990546e-38,0.621669714315477,0.442,0.175,2.93755033462747e-34,"5","EVA1A",0.267
"QKI1",1.96499030236825e-38,0.694448948123439,0.498,0.214,4.39332531803492e-34,"5","QKI",0.284
"WNK1",3.272639140123e-38,0.676127694119741,0.546,0.261,7.31696658948699e-34,"5","WNK1",0.285
"LGALS3BP2",3.53189500040863e-38,0.651249689539049,0.748,0.464,7.89661084191361e-34,"5","LGALS3BP",0.284
"LGALS32",4.49462016904077e-38,0.577379334752514,0.823,0.612,1.00490717739414e-33,"5","LGALS3",0.211
"FMO21",1.3924001899524e-37,0.545270833973738,0.281,0.073,3.11312834469558e-33,"5","FMO2",0.208
"TMSB4X1",1.89329036482238e-37,0.532437823872914,1,0.977,4.23301859766987e-33,"5","TMSB4X",0.023
"PLEKHA1",2.06888765811803e-37,0.591419845453805,0.448,0.182,4.62561902602028e-33,"5","PLEKHA1",0.266
"RHOBTB21",3.49110295671706e-37,0.585069458449403,0.426,0.165,7.80540799062801e-33,"5","RHOBTB2",0.261
"TMOD31",4.35579987222005e-37,0.680208418328359,0.483,0.206,9.73869735430958e-33,"5","TMOD3",0.277
"GLS",8.75648307197203e-37,0.680953168729641,0.492,0.226,1.95777448523151e-32,"5","GLS",0.266
"SESN1",9.07907262625037e-37,0.379802963551986,0.29,0.081,2.02989905777706e-32,"5","SESN1",0.209
"FILIP11",1.54378535168238e-36,0.629428448040565,0.451,0.184,3.45159528929146e-32,"5","FILIP1",0.267
"SESTD1",2.25098474329771e-36,0.620261797334001,0.388,0.147,5.03275168906502e-32,"5","SESTD1",0.241
"ARHGAP35",2.36600599110549e-36,0.419211475594909,0.281,0.079,5.28991619491364e-32,"5","ARHGAP35",0.202
"CPM",2.5359515439618e-36,0.628481381449395,0.599,0.315,5.6698804619898e-32,"5","CPM",0.284
"NFATC3",3.17657429308076e-36,0.569709155151184,0.435,0.178,7.10218480446995e-32,"5","NFATC3",0.257
"CRIP21",5.66614974476129e-36,0.445169870569218,0.672,0.314,1.26683775993373e-31,"5","CRIP2",0.358
"ADRB2",1.01431431640127e-35,0.642422228081938,0.502,0.231,2.26780394860996e-31,"5","ADRB2",0.271
"KLF13",1.06316042054999e-35,0.668029246089017,0.461,0.199,2.37701406826566e-31,"5","KLF13",0.262
"LAMB21",1.49131694286991e-35,0.521034574089841,0.47,0.202,3.33428642086855e-31,"5","LAMB2",0.268
"SHTN1",1.63597390628407e-35,0.425650852032062,0.278,0.08,3.65771045966993e-31,"5","SHTN1",0.198
"B3GNT2",2.32478237347024e-35,0.446642261182208,0.281,0.081,5.19774843060477e-31,"5","B3GNT2",0.2
"RAB251",3.57464483725822e-35,0.652521833472668,0.473,0.213,7.99219092714192e-31,"5","RAB25",0.26
"PDZD2",1.09833708541929e-34,0.417937169231908,0.259,0.071,2.45566205558045e-30,"5","PDZD2",0.188
"SFTA32",1.3076827130658e-34,0.638524662834367,0.697,0.375,2.92371700987251e-30,"5","SFTA3",0.322
"STK17A1",1.53333402211384e-34,0.522744540726556,0.483,0.223,3.42822820664213e-30,"5","STK17A",0.26
"SPTBN12",2.56668992389179e-34,0.568477516668852,0.735,0.432,5.73860533183725e-30,"5","SPTBN1",0.303
"PXDC12",2.80581106224459e-34,0.505478897306238,0.379,0.135,6.27323237296646e-30,"5","PXDC1",0.244
"IFT571",3.2210477861596e-34,0.723004587354085,0.656,0.399,7.20161864029563e-30,"5","IFT57",0.257
"DSG2",3.45542535599827e-34,0.485441800566591,0.328,0.111,7.72564001094092e-30,"5","DSG2",0.217
"C5orf381",3.91316103484861e-34,0.579292241651383,0.375,0.143,8.74904544171451e-30,"5","C5orf38",0.232
"ACSF2",8.44222822426326e-34,0.401487081369549,0.262,0.074,1.88751338638078e-29,"5","ACSF2",0.188
"SULT1A1",1.44149932037413e-33,0.630939493383741,0.479,0.216,3.22290418049248e-29,"5","SULT1A1",0.263
"PRDX51",2.08978065679674e-33,0.559566958477853,0.823,0.585,4.67233159246616e-29,"5","PRDX5",0.238
"ANXA41",2.29137234530582e-33,0.680945217838479,0.631,0.384,5.12305028963476e-29,"5","ANXA4",0.247
"TSTD12",2.29205250360824e-33,0.691003346485332,0.644,0.373,5.1245709875673e-29,"5","TSTD1",0.271
"ARHGAP5",2.65766058666351e-33,0.525444537895572,0.404,0.16,5.94199753966228e-29,"5","ARHGAP5",0.244
"HCFC1R11",2.97725738543801e-33,0.692273115236699,0.47,0.215,6.65655206236229e-29,"5","HCFC1R1",0.255
"AHR",3.01727887716088e-33,0.506444338255517,0.486,0.223,6.74603211355629e-29,"5","AHR",0.263
"SBDS2",3.10299074314951e-33,0.654329857748551,0.71,0.481,6.93766670353366e-29,"5","SBDS",0.229
"LY6E2",4.17704445994521e-33,0.645177750663503,0.744,0.478,9.3390360035455e-29,"5","LY6E",0.266
"DGCR2",5.16649092957718e-33,0.506832059914766,0.353,0.129,1.15512404203486e-28,"5","DGCR2",0.224
"MYO5C",5.28532705348387e-33,0.411153754146567,0.306,0.099,1.18169342261792e-28,"5","MYO5C",0.207
"FAM129B1",6.0839160677615e-33,0.721975707380254,0.539,0.286,1.36024195443012e-28,"5","FAM129B",0.253
"BLVRB2",1.31690377865029e-32,0.709883373120166,0.625,0.378,2.94433346830631e-28,"5","BLVRB",0.247
"HSBP1L1",1.73269646934279e-32,0.654429894922235,0.476,0.228,3.8739627661566e-28,"5","HSBP1L1",0.248
"NAV2",2.18901537985037e-32,0.499517491051154,0.271,0.081,4.89420058626946e-28,"5","NAV2",0.19
"PHACTR21",2.423857385424e-32,0.736437803357265,0.524,0.261,5.41926034233097e-28,"5","PHACTR2",0.263
"DAG1",2.7096598642526e-32,0.421848993327901,0.338,0.119,6.05825752449596e-28,"5","DAG1",0.219
"SPTAN12",2.813748051129e-32,0.549831347800445,0.505,0.241,6.29097789271421e-28,"5","SPTAN1",0.264
"ITGB61",5.74709966430112e-32,0.555984743708841,0.457,0.208,1.28493654294444e-27,"5","ITGB6",0.249
"CTSE1",1.51862227595109e-31,0.66620191089267,0.315,0.106,3.39533568457145e-27,"5","CTSE",0.209
"HES41",1.55028886290353e-31,0.399078631793044,0.29,0.088,3.46613583967972e-27,"5","HES4",0.202
"TPM42",2.95296856618016e-31,0.55989129492846,0.713,0.44,6.6022471202656e-27,"5","TPM4",0.273
"CCDC6",3.71480137758129e-31,0.497703007113563,0.322,0.113,8.30555291999625e-27,"5","CCDC6",0.209
"DMKN1",4.00362185468629e-31,0.592347399079587,0.53,0.279,8.9512977427076e-27,"5","DMKN",0.251
"TJP12",4.5352011470887e-31,0.690343733792772,0.461,0.21,1.01398027246609e-26,"5","TJP1",0.251
"SDCBP1",4.79565236008416e-31,0.562084104494172,0.779,0.576,1.07221195466762e-26,"5","SDCBP",0.203
"CTNNBIP1",6.73358566375825e-31,0.585782835690481,0.416,0.179,1.50549508270307e-26,"5","CTNNBIP1",0.237
"ATP1A11",8.96180488380391e-31,0.561330668734721,0.804,0.599,2.00368033592088e-26,"5","ATP1A1",0.205
"CFLAR1",1.42253505526295e-30,0.659122489775733,0.694,0.481,3.18050387655691e-26,"5","CFLAR",0.213
"PHACTR1",1.64331569558747e-30,0.444990027627328,0.338,0.122,3.67412523219447e-26,"5","PHACTR1",0.216
"PLP21",1.74023670841163e-30,0.528365905080867,0.539,0.276,3.89082123266671e-26,"5","PLP2",0.263
"PRRG4",1.80121929555926e-30,0.498866485594697,0.271,0.085,4.0271661010114e-26,"5","PRRG4",0.186
"TGFBR21",1.8870918981069e-30,0.553690927186185,0.628,0.358,4.21916006578741e-26,"5","TGFBR2",0.27
"MMP141",2.14060561240236e-30,0.40761663991066,0.29,0.094,4.78596602820921e-26,"5","MMP14",0.196
"MAGI1",2.77929380687323e-30,0.434347467326064,0.328,0.118,6.21394509340716e-26,"5","MAGI1",0.21
"NEDD91",3.72775655178807e-30,0.696160760038533,0.621,0.369,8.33451809848776e-26,"5","NEDD9",0.252
"LBH1",5.0625219612607e-30,0.441856862742634,0.382,0.142,1.13187866009867e-25,"5","LBH",0.24
"PKP3",5.53569334401002e-30,0.381002275839701,0.262,0.08,1.23767031785376e-25,"5","PKP3",0.182
"ANKS1A",7.21861740081321e-30,0.459818979537565,0.3,0.099,1.61393847847382e-25,"5","ANKS1A",0.201
"AFDN1",1.18941805808669e-29,0.563945195346807,0.445,0.205,2.65930089427023e-25,"5","AFDN",0.24
"FLRT31",1.57004644344931e-29,0.567746812591923,0.404,0.172,3.51030983826398e-25,"5","FLRT3",0.232
